序号,名称,播放,弹幕数,收藏,硬币,是否完结,评分(默认0分),评分人数(人数不足为0人)
2318,黄金勇者,47910,2837,377,24,1,0.0,0
2319,鬼神童子ZENKI,308337,24701,11008,383,1,0.0,0
2321,怪盗圣少女,934461,78370,97992,1275,1,9.7,296
2323,爱天使传说,166875,13773,6130,88,1,0.0,0
2324,橘子酱男孩,352955,31448,27319,165,1,0.0,0
2325,魔法骑士,259075,30679,12660,457,1,0.0,0
2326,咕噜咕噜魔法阵,347346,17747,16222,358,1,0.0,0
2327,机动警察,151920,19499,11020,206,1,0.0,0
2328,足球风云,90471,4440,2571,43,1,0.0,0
2329,疾风无敌银堡垒,45258,1629,4683,54,1,0.0,0
2330,热血最强哥修罗,30501,1515,554,14,1,0.0,0
2331,勇者特急,57552,3221,1659,21,1,0.0,0
2332,无责任舰长,32389,2317,0,52,1,0.0,0
2333,九龙珠,921657,31885,34868,663,1,0.0,0
2334,叮当猫,43234,5325,956,15,1,0.0,0
2338,幽游白书,1921094,85993,141987,1713,1,9.7,222
2340,勇者传说,56215,2337,1228,17,1,0.0,0
2341,元气爆发伏魔金刚,30891,2037,906,18,1,0.0,0
2344,动画秘密花园,21192,9581,451,15,1,0.0,0
2346,青兰圆舞曲,78654,9862,14158,109,1,0.0,0
2347,横山光辉三国志,103869,4282,4163,56,1,0.0,0
2348,狡猾飞天德,100245,8573,1492,59,1,0.0,0
2349,天命神童,58965,1599,1165,19,1,0.0,0
2350,高智能方程式,934963,37617,47664,1224,1,9.6,168
2351,御宅族的錄影帶,28052,3471,710,20,1,0.0,0
2352,盖塔机器人,57883,3710,3231,48,1,0.0,0
2353,真盖塔 世界最后之日,170918,4399,7088,263,1,0.0,0
2358,蓝宝石之谜,809852,24443,59835,1693,1,0.0,0
2360,三眼神童 TV版,236775,12170,23697,321,1,0.0,0
2390,五星物语,92862,9087,1894,97,1,0.0,0
2391,猫怪麦克,38716,4401,2273,49,1,0.0,0
2392,天空战记,191045,11656,13966,123,1,0.0,0
2393,柔道少女,71376,4762,1906,41,1,0.0,0
2394,四驱小子,125264,7431,310,58,1,0.0,0
2397,光能使者,1077484,47409,59461,883,1,9.6,146
2398,魔神坛斗士,65387,16900,354,100,1,0.0,0
2400,铁拳小子,9655,3929,629,12,1,0.0,0
2401,森林好小子,125926,6493,4855,102,1,0.0,0
2410,妙手小厨师,110853,15081,7691,48,1,0.0,0
2412,超能力魔美,61895,1632,7049,76,1,0.0,0
2414,机甲战记威龙,91861,3320,4546,71,1,0.0,0
2415,城市猎人 SP,186432,4306,34625,201,1,0.0,0
2416,城市猎人 TV版,936234,30257,71344,1154,1,9.7,142
2418,橙路,106908,10990,12978,136,1,0.0,0
2421,苍之流星SPT雷兹纳,22827,2065,466,14,1,0.0,0
2422,忍者战士飞影,79534,4200,690,22,1,0.0,0
2423,搞怪拍档,5523,1906,61,16,1,0.0,0
2424,超兽机神断空我,44568,3090,2169,32,1,0.0,0
2425,棒球英豪 TV版,870905,24027,103055,1175,1,9.7,161
2426,棒球英豪 剧场版,66538,4064,2749,58,1,0.0,0
2429,超时空骑团,22736,2103,295,17,1,0.0,0
2430,小小外星人,26379,4064,432,23,1,0.0,0
2431,机甲界卡利安,15780,698,500,8,1,0.0,0
2432,机甲创世记,36413,1925,712,15,1,0.0,0
2433,圣战士丹拜因,68280,3906,3101,68,1,0.0,0
2434,银河疾风,9297,904,12,3,1,0.0,0
2435,超时空世纪ORGUSS,34606,2039,1147,19,1,0.0,0
2436,装甲骑兵VOTOMS,167800,6878,13571,201,1,0.0,0
2437,银河漂流VIFAM,17905,1267,91,7,1,0.0,0
2439,太阳之牙达格拉姆,24034,1641,607,19,1,0.0,0
2440,机甲舰队Dairugger XV,36958,1895,219,7,1,0.0,0
2441,银河烈风,9903,992,25,7,1,0.0,0
2442,心跳今夜,27117,12638,658,51,1,0.0,0
2443,重战机艾尔盖姆,67329,4115,1578,35,1,0.0,0
2444,六神合体雷霆王,69114,4025,1466,33,1,0.0,0
2447,尼尔斯骑鹅旅行记,52591,3488,628,25,1,0.0,0
2448,传说巨神伊迪安,49181,3414,4734,66,1,0.0,0
2449,铁臂阿童木 1980,179742,13623,11520,145,1,0.0,0
2450,铁臂阿童木 2003,385171,14248,28252,551,1,0.0,0
2451,宇宙战舰大和号,152881,17176,7742,113,1,0.0,0
2454,宇宙战舰大和号 2199,1178521,18181,68143,1857,1,9.6,131
2455,再见了宇宙战舰大和号 爱的战士们,33545,5275,0,6,1,0.0,0
2458,凡尔赛玫瑰,169216,22736,18449,171,1,0.0,0
2459,机动战士敢达MS,826289,36202,52073,717,1,9.7,255
2460,红发安妮,80791,13613,696,21,1,0.0,0
2461,宇宙魔神大剑豪,7455,483,74,6,1,0.0,0
2463,斗将戴莫斯 TV版,5652,1718,388,3,1,0.0,0
2464,未来少年柯南,237298,12276,11393,149,1,0.0,0
2465,超人战队BARATTACK,11292,464,45,5,1,0.0,0
2467,超电磁侠波鲁吉斯V,11792,965,0,8,1,0.0,0
2468,合身战队机器人MECHANDER,18702,657,29,6,1,0.0,0
2470,鲁邦三世 第二期,136240,25995,18768,108,1,0.0,0
2473,无敌龙卷风,10670,516,124,5,1,0.0,0
2474,超电磁机器人恐・巴特拉V,31031,1571,351,13,1,0.0,0
2475,钢铁杰克,26471,959,108,13,1,0.0,0
2476,钢铁杰克 剧场版,9300,272,43,7,1,0.0,0
2478,宇宙骑士铁甲人,97654,4878,363,19,1,0.0,0
2479,大魔神,40123,2629,635,18,1,0.0,0
2480,阿尔卑斯山的少女,319800,27576,15897,270,1,0.0,0
2481,ChargeMan研,212552,2747,37631,190,1,0.0,0
2482,铁甲飞天侠,14076,416,122,4,1,0.0,0
2483,恶魔人,47097,32714,664,61,1,0.0,0
2485,明日之丈,63995,8863,1003,53,1,0.0,0
2486,海螺小姐,287229,8640,3614,130,1,0.0,0
2487,鼹鼠的故事,451576,51359,29745,845,1,9.8,247
2488,街头霸王 OVA,108359,2235,1701,37,1,0.0,0
2492,失落的宇宙 黑历史,0,2988,0,0,1,0.0,0
2493,少女革命 思春期默示录,218365,9476,13524,294,1,0.0,0
2495,超能力魔美 星空的跳舞娃娃,0,356,0,0,1,0.0,0
2496,城市猎人 剧场版,0,3852,0,0,1,0.0,0
2499,斗将戴莫斯 剧场版,23973,385,607,13,1,0.0,0
2500,魔法阵都市 剧场版 上篇,0,1068,0,0,1,0.0,0
2502,超音战士Borgman 最后一战,0,752,0,0,1,0.0,0
2503,超音战士 新世纪2058,0,707,0,0,1,0.0,0
2504,橙路 OVA,0,1363,0,0,1,0.0,0
2505,橙路 再回到往日,0,2168,0,0,1,0.0,0
2506,相聚一刻 完结篇,0,1869,0,0,1,0.0,0
2507,机动战舰大和抚子 OVA,0,2070,0,0,1,0.0,0
2508,机动战舰大和抚子 剧场版,0,2861,0,0,1,0.0,0
2514,葫芦兄弟,1010007,23093,61465,1280,1,9.7,113
2515,三毛流浪记,253344,25082,7019,414,1,0.0,0
2516,阿凡提的故事,314529,22317,20430,919,1,0.0,0
2517,邋遢大王奇遇记,409037,21049,18431,437,1,0.0,0
2518,黑猫警长,370159,19182,22969,515,1,9.6,128
2519,舒克和贝塔,447823,25287,35303,666,1,0.0,0
2520,葫芦小金刚,769553,13001,50875,981,1,0.0,0
2521,镜花缘,184826,16421,9565,438,1,0.0,0
2522,魔方大厦,701098,39027,48698,641,1,0.0,0
2523,自古英雄出少年,114907,11118,2325,101,1,0.0,0
2524,BRAVO东东,204435,16446,23939,475,1,0.0,0
2525,封神榜传奇,325350,15686,19401,386,1,0.0,0
2526,白鸽岛,90926,5473,8705,252,1,0.0,0
2527,隋唐英雄传 动画版,331113,18998,26778,417,1,0.0,0
2528,西游记 央视动画,1104437,42541,190938,2885,1,9.7,486
2529,哪吒传奇,804350,46608,122579,1897,1,9.6,274
2530,最强武将传·三国演义,2124018,74521,199724,3695,1,9.6,469
2531,小蝌蚪找妈妈,132952,11147,6330,1086,1,9.6,149
2532,没头脑和不高兴,187849,15138,7030,539,1,0.0,0
2533,哪吒闹海,150906,13862,13764,731,1,9.6,145
2534,天书奇谭,201201,25962,15356,1038,1,9.8,113
2535,宝莲灯,0,19186,0,0,1,0.0,0
2536,新版大闹天宫,176427,10213,6663,396,1,0.0,0
2537,九色鹿,141563,17997,5474,1090,1,0.0,0
2539,魔法少女小圆,8370779,694086,449597,25521,1,9.7,6026
2540,灰体,2045204,67137,38922,8230,1,9.5,208
2541,Punch Line,1397723,68468,45731,1727,1,9.3,194
2542,勇者大冒险 第一季,16189573,260940,807355,26982,1,9.7,1066
2543,狐妖小红娘,275559093,4131707,6347093,1223731,0,9.5,18757
2544,星之声,1132707,187322,13064,2097,1,9.0,199
2545,云之彼端，约定的地方,1664687,281228,35493,6507,1,9.0,194
2546,言叶之庭,6182200,778169,307040,47144,1,9.5,2017
2547,小魔女学园,553039,49287,11811,1405,1,9.6,220
2549,哆啦A梦 大雄的恐龙,253949,10259,6020,255,1,0.0,0
2550,哆啦A梦 大雄的宇宙开拓史,179153,7522,4108,197,1,0.0,0
2551,哆啦A梦 大雄的大魔境,188299,6334,4839,193,1,0.0,0
2552,哆啦A梦 大雄的海底鬼岩城,261143,8856,7748,304,1,0.0,0
2553,哆啦A梦 大雄的宇宙小战争,166359,6167,6896,206,1,0.0,0
2554,哆啦A梦 大雄与铁人兵团,200519,6269,5573,214,1,0.0,0
2555,哆啦A梦 大雄与龙骑士,141564,6476,5312,177,1,0.0,0
2556,哆啦A梦 大雄的平行西游记,340501,10411,13961,345,1,0.0,0
2557,哆啦A梦 大雄与日本诞生,214371,8600,11046,332,1,0.0,0
2558,哆啦A梦 大雄与动物行星,123723,6241,5317,168,1,0.0,0
2559,哆啦A梦 大雄的天方夜谭,155672,6661,5466,189,1,0.0,0
2560,哆啦A梦 大雄与云之王国,166291,6877,6821,245,1,0.0,0
2561,哆啦A梦 大雄和白金迷宫,188179,6491,6067,212,1,0.0,0
2562,哆啦A梦 大雄与梦幻三剑士,181415,6949,6375,281,1,0.0,0
2563,哆啦A梦 大雄的创世日记,211066,7373,6914,307,1,0.0,0
2564,哆啦A梦 大雄与银河超特急,197338,6401,7126,327,1,0.0,0
2565,哆啦A梦 大雄的南海大冒险,236520,7457,7618,267,1,0.0,0
2566,哆啦A梦 大雄的太阳王传说,240801,6852,7609,282,1,0.0,0
2567,哆啦A梦 大雄与风之使者,172944,7040,7009,279,1,0.0,0
2568,哆啦A梦 大雄的猫狗时空传,280967,7377,12336,498,1,0.0,0
2569,幸腹涂鸦,2980450,109260,111332,1610,1,9.1,177
2571,Chaos Dragon 赤龙战役,4673799,168604,226329,2270,1,4.0,350
2572,Charlotte,39487968,1309261,914160,80625,1,8.6,4231
2574,魔法少女☆伊莉雅 2WEI!,229825,89253,8996,0,1,9.7,434
2575,魔法少女☆伊莉雅 2WEI HERZ!,10234216,441472,389284,13695,1,9.4,1065
2576,OVERLORD,99600059,1850552,1830905,115804,1,9.6,11313
2577,百万偶像,833019,29790,19818,262,1,0.0,0
2578,赤发白雪姬 第一季,10447068,412534,765714,22238,1,9.4,548
2579,创圣的大天使LOGOS,2363632,43095,91219,1802,1,0.0,0
2580,干物妹！小埋,81672716,2307015,4710378,147680,1,8.8,4200
2581,黑塔利亚 The World Twinkle 第6期,11142304,261610,357450,18829,1,9.6,500
2582,Classroom☆Crisis,3543720,118112,116584,4016,1,9.1,151
2583,空战魔导士候补生的教官,15977521,449063,420480,8968,1,5.6,402
2584,六花的勇者,14258384,521134,666913,12750,1,8.1,661
2585,乱步奇谭 Game of Laplace,11042577,395667,789550,30386,1,7.7,533
2586,沒有黃段子的無聊世界（僅限港澳台地區）,47492046,712339,2965392,67382,1,8.8,199
2587,迷糊餐厅 WORKING!!!,8551037,180869,331120,20978,1,9.6,622
2588,那就是声优！,6147805,173822,414073,9978,1,8.7,239
2589,青春×机关枪,7271638,256950,570901,9550,1,8.8,264
2590,若叶女孩,2930244,122437,78204,3779,1,9.2,135
2591,噬神者,16736693,605344,410220,26084,1,8.9,570
2592,学园孤岛,14608510,540015,967802,22676,1,9.1,1458
2593,洲崎西 THE ANIMATION,1542484,36337,25501,2294,1,0.0,0
2594,偶像大师 灰姑娘女孩 第2期,1731117,85608,84408,4136,1,9.4,179
2595,无头骑士异闻录×2 转,8419607,397471,521041,16541,1,9.2,463
2596,英雄别闹,4301392,50809,79352,4683,1,0.0,0
2597,东京教父,473624,83915,16022,2962,1,9.7,461
2598,新网球王子 OVA 对战Genius10,3773809,147419,259394,4234,1,9.3,252
2599,VENUS PROJECT -CLIMAX-,734354,26824,11201,108,1,0.0,0
2601,GANGSTA.,12435633,453681,468364,22057,1,9.4,863
2602,和歌子酒 动画,6949952,137983,49687,3521,1,9.6,303
2604,网球并不可笑嘛 第五季,825564,14398,3632,766,1,0.0,0
2608,怪兽酒场干杯！,628790,10259,5082,363,1,0.0,0
2610,枕男子,6145230,126229,278252,3021,1,0.0,0
2611,魔物娘的同居日常（港澳台）,680750,72519,6210,157,1,8.5,128
2612,科学小飞侠Crowds insight,21833,12641,1393,188,1,9.6,120
2613,城下町的蒲公英,634910,116561,30380,2239,1,9.3,510
2614,群居姐妹,11138009,297106,74272,4396,1,9.5,356
2615,乌瑟的穷困生活 梦幻篇,773422,28103,21946,872,1,0.0,0
2617,黑白小姐 第二季,1563098,64952,44513,1726,1,0.0,0
2622,茄子·安达卢西亚之夏,47175,4101,1337,115,1,0.0,0
2627,纯情罗曼史3,8222230,305660,474518,9605,1,9.6,497
2628,純情羅曼史 第3季（台港澳）,289925,21492,2833,54,1,0.0,0
2629,疯狂时代 第一季,204444,5349,5787,1294,1,0.0,0
2631,端脑,8768497,201390,345696,10263,1,9.0,461
2632,雏蜂,4871488,180548,1085987,16599,0,6.4,130
2644,混沌白书,286529,13029,6772,2055,1,0.0,0
2645,择天记,6491031,182432,191031,4209,1,0.0,0
2646,择天记 Q版小剧场,752530,12254,3666,208,1,0.0,0
2647,口水三国,45453284,238969,197152,76679,1,9.3,313
2648,虫师 续章 铃之雫,519866,43256,15508,4224,1,9.6,141
2649,我叫白小飞,11800572,136857,147548,5440,1,7.3,149
2654,怪化猫,4024611,488772,204613,10316,1,9.8,2982
2655,CLANNAD 另一个世界 智代篇,789403,64179,47240,2472,1,9.4,371
2656,绝对防卫利维坦,336090,39492,13086,270,1,0.0,0
2658,雏蜂 日语版,1616034,37013,99144,2337,0,0.0,0
2659,植木的法则,266186,18293,14970,220,1,0.0,0
2660,我的妹妹不可能那么可爱 第一季,13867372,999567,1068728,33164,1,9.0,1846
2661,我的妹妹不可能那么可爱 第二季,12358897,464224,2625663,48948,1,8.8,1561
2662,星球流浪记,76883,3855,8363,72,1,0.0,0
2663,飞跃巅峰!,381195,25168,23165,943,1,9.5,141
2664,回忆三部曲 Memories,177809,36838,4566,1047,1,9.7,142
2665,飞跃巅峰2!,181847,14530,6517,416,1,9.6,124
2666,比基尼勇士（台港澳）,71217,10691,92,11,1,0.0,0
2667,我女友与青梅竹马的惨烈修罗场,9326122,756472,1172076,27895,1,8.9,1485
2668,小马宝莉 第一季,1344174,77706,87021,1647,1,9.8,408
2669,小马宝莉 第二季,809112,20050,66699,950,1,9.9,171
2670,小马宝莉 第三季,560347,17281,29456,690,1,9.9,118
2671,小马宝莉 第四季,915737,19089,66229,967,1,9.8,153
2672,小马宝莉 第五季,951680,28615,76406,1219,1,9.9,267
2673,我的脑内选项正在全力妨碍学园恋爱喜剧,20871000,710203,784333,20549,1,9.1,1420
2674,东之伊甸,730384,107467,19219,1097,1,8.5,189
2675,东之伊甸Ⅰ-The King of Eden,267567,12328,7003,273,1,0.0,0
2676,境界线上的地平线,4634254,473785,124310,7560,1,9.3,579
2677,境界线上的地平线II,1978376,174262,62951,3786,1,9.6,429
2678,轮回的拉格朗日,285187,40586,9817,216,1,0.0,0
2679,轮回的拉格朗日 第二季,76247,11013,4466,101,1,0.0,0
2680,男子高中生的日常,14226618,928952,935207,37427,1,9.7,4370
2681,男子高中生的日常 SP,3539011,63842,24625,1713,1,9.7,472
2682,萝球社！,1147475,147573,114704,2678,1,8.8,203
2683,萝球社！SS,663921,53784,67856,1887,1,9.0,139
2684,偶像大师,1127959,94070,242150,3038,1,9.6,541
2685,偶像大师 剧场版 向着光辉的彼岸！,334898,15632,26347,2539,1,9.7,170
2688,秒速五厘米,6245201,1050579,315636,30863,1,9.4,2074
2690,我叫MT 第一季,680942,33575,23687,1106,1,0.0,0
2691,我叫MT 第二季,422299,9705,16624,615,1,0.0,0
2692,我叫MT 第三季,386412,7887,13330,689,1,0.0,0
2694,我叫MT 第四季,453113,8132,19673,602,1,0.0,0
2695,我叫MT 第五季,407499,7896,18277,902,1,0.0,0
2696,我叫MT 第六季,1098984,13460,45975,1594,1,0.0,0
2698,野良耳,68761,4493,1763,26,1,0.0,0
2699,超级肥皂,93818,8340,1856,293,1,0.0,0
2700,银河机攻队MAJESTIC PRINCE,795828,37847,29490,1074,1,0.0,0
2702,战斗妖精雪风,254936,30701,7470,496,1,9.7,182
2703,圣母在上 ~春~,179622,10170,19513,499,1,0.0,0
2704,圣母在上 第三季,136887,8586,16739,380,1,0.0,0
2705,圣母在上 第四季,226234,9658,19330,472,1,0.0,0
2708,黑塔利亚 Axis Powers,4983894,300891,476266,8001,1,9.4,525
2709,快递侠 第一季,199971,5146,2713,318,1,0.0,0
2710,山口山战记 草裙娃娃,2000902,21814,52055,11110,1,0.0,0
2711,黑塔利亚 World Series 第3期,2155835,87362,307284,3556,1,9.3,175
2712,黑塔利亚 The Beautiful World 第5期,1400998,80982,137603,2653,1,9.5,212
2714,有你的小镇,1109807,129265,62983,1736,1,7.9,198
2717,女神异闻录4,1811269,156605,62662,2521,1,9.6,386
2718,"DIABOLIK LOVERS MORE,BLOOD",5567336,236718,229278,3512,1,0.0,0
2719,枪与假面舞会,2916565,156118,155952,2987,1,0.0,0
2720,青年黑杰克,5951421,216923,234323,7272,1,8.6,125
2721,骇客娃娃,2376242,99992,70216,2995,1,9.2,156
2722,学战都市Asterisk,44508615,1038779,1213354,46145,1,7.4,713
2724,对魔导学园35试验小队,14650993,516294,440065,16794,1,8.1,366
2725,K RETURN OF KINGS,46181703,1049331,972776,90743,1,8.6,1128
2726,全部成为F -THE PERFECT INSIDER-,4165805,223545,107304,6234,1,8.9,333
2729,温泉幼精箱根酱,3149172,114185,33851,2166,1,0.0,0
2730,我被绑架到贵族女校当庶民样本,26381872,780281,1289710,40020,1,7.5,746
2731,野良神,11725971,1113355,749736,31140,1,9.3,2236
2732,野良神 ARAGOTO,56548166,1242453,1613872,106689,1,9.3,2298
2733,不思议美眉,864916,31792,9449,940,1,0.0,0
2735,高校星歌剧,3949111,144901,376384,8103,1,9.5,148
2738,侦探小队KZ事件簿,994054,37369,25980,851,1,0.0,0
2740,重装武器,22221507,494069,627863,37786,1,8.8,532
2741,Concrete Revolutio 超人幻想 第一季,5251086,238295,152370,10073,1,9.4,375
2742,樱子小姐的脚下埋着尸体,15845395,745716,540800,25295,1,9.0,947
2743,落第骑士英雄谭,32759248,935646,1324761,73893,1,9.0,1896
2744,小森同学拒绝不了！,5407553,174786,54631,3363,1,8.4,137
2745,彗星路西法,4503584,186991,227732,3874,1,0.0,0
2746,Dance with Devils,4154192,202316,332606,2996,1,0.0,0
2747,终物语,9317369,548575,234274,26327,1,9.6,1019
2760,终结的炽天使 名古屋决战篇,22111764,713051,1002947,32781,1,7.8,733
2761,传颂之物 虚伪的假面,19627523,415872,568377,46654,1,8.7,549
2762,请问您今天要来点兔子吗？？,10505535,632658,600528,42403,1,9.5,1500
2763,雨色可可 欢迎来到RAINY COLOR！,804160,64163,12512,308,1,0.0,0
2764,绯弹的亚里亚 AA,9537232,398756,416724,11404,1,7.3,221
2765,动画锻炼！EX,3657334,171795,39752,3600,1,0.0,0
2767,女高中生给你做饭了！,2126156,72422,29823,1156,1,0.0,0
2769,双恋Alternative,504892,34604,14366,774,1,0.0,0
2771,我们这一家 新篇,3327800,82878,108084,7313,1,0.0,0
2774,牙狼 -红莲之月-,1992250,65039,50702,2689,1,0.0,0
2776,双面骑士,705150,50628,30017,1151,1,9.6,128
2782,"I""s Pure",180941,32547,5864,306,1,0.0,0
2783,狗与剪刀的正确用法,4269747,307322,236849,8153,1,8.5,541
2785,无家可归的小孩,36272,6809,1058,44,1,0.0,0
2786,NINETEEN 19,27927,6742,822,127,1,0.0,0
2791,黑白小姐 第三季,1052213,72384,25682,1580,1,0.0,0
2792,网球并不可笑嘛 第六季,887914,20943,4310,901,1,0.0,0
2793,K MISSING KINGS,2851055,196350,143848,6459,1,9.0,337
2794,家有穆珂,2737830,77398,107324,7294,1,9.4,108
2796,不可思议星球的双胞胎公主 Gyu,393875,34079,30167,313,1,0.0,0
2797,怪医黑杰克 OVA（1993）,54771,10826,4100,189,1,9.6,101
2800,玉响～毕业写真～,485577,30887,8203,1997,1,0.0,0
2804,被狙击的学园,368915,89676,22100,1388,1,8.5,183
2806,昆虫小精灵,7808,1211,273,39,1,0.0,0
2809,凉宫春日的消失,672374,96237,62328,4933,1,9.7,1620
2814,一周的朋友。SP,231909,37293,319,483,1,9.6,119
2815,魔兽战线,51195,2426,763,28,1,0.0,0
2820,阳光中的青时雨,217423,69697,7250,604,1,0.0,0
2821,彗星公主,98540,8808,4171,73,1,0.0,0
2825,花田少年史,273396,18698,14597,522,1,9.7,141
2828,暗黑之猫 Dark Cat,5851,611,126,6,1,0.0,0
2829,笨笨森林日志,30148,4408,1056,52,1,0.0,0
2834,鲁邦三世：次元大介的墓碑,194951,8128,1598,100,1,0.0,0
2836,滑头鬼之孙 第一季【中文】,702125,20424,17358,315,1,0.0,0
2837,滑头鬼之孙 第二季【中文】,0,10714,0,0,1,0.0,0
2838,恋爱☆迁都 COI☆SENTO,25954,8639,613,64,1,0.0,0
2840,米老鼠的黑白动画片生涯,311749,31839,12288,481,1,9.6,160
2843,Fate/stay night [Unlimited Blade Works] 特典,3539925,683263,89660,10355,1,8.9,697
2844,境界的彼方 -I'LL BE HERE- 未来篇,1992369,222680,169855,12809,1,9.1,407
2845,女神异闻录3 剧场版 #1 Spring of Birth,287383,105001,9194,720,1,9.4,143
2846,时间支配者,787345,71629,10686,2472,1,0.0,0
2848,影鳄,3494627,97978,76543,3290,1,9.3,114
2849,浪漫追星社,109736,8383,5376,200,1,0.0,0
2850,浪漫追星社  特典,0,837,0,0,1,0.0,0
2853,翼·年代记 鸟笼国的公主,0,33110,0,0,1,0.0,0
2854,翼·年代记 东京默示录,0,37857,0,0,1,9.7,217
2855,翼·年代记 春雷记,137551,37830,103,0,1,9.6,204
2857,邻座的怪同学 OAD,0,33835,0,0,1,0.0,0
2861,无口的森田小姐 OVA,0,3580,0,0,1,0.0,0
2862,地球少女,28458,3474,477,14,1,0.0,0
2864,魔法科高校的劣等生 简单易懂的魔法科！,0,57507,0,0,1,0.0,0
2866,圣诞之吻SS+ SP,0,27209,0,0,1,0.0,0
2871,闪乱神乐 SP,0,15003,0,0,1,0.0,0
2872,Peeping Life,161442,8499,3445,117,1,0.0,0
2873,变形金刚大电影,176033,6843,5814,169,1,0.0,0
2876,猫眼三姐妹,930497,79505,60459,1301,1,9.6,258
2880,奥祖玛,11742,1663,150,5,1,0.0,0
2882,英雄传说 空之轨迹,303864,48520,8052,389,1,0.0,0
2884,初音岛 T.P.樱,71402,16123,1593,51,1,0.0,0
2885,火球 魅力之章,73418,6811,651,89,1,0.0,0
2888,To Heart 2,455344,62847,14610,365,1,0.0,0
2889,To Heart2 OVA,291713,14691,8129,220,1,0.0,0
2890,少女与战车,822258,183460,74483,1732,1,9.7,1369
2893,紫式部 源氏物语,309507,32922,7804,250,1,0.0,0
2894,RWBY 第三季,6166068,161060,140213,17217,1,9.2,311
2898,流星之洛克人,121436,5825,3453,90,1,0.0,0
2900,小马宝莉 小马国女孩,1118669,28197,88475,1996,1,9.7,167
2903,学生会的一己之见 Lv.2 EX,0,32547,0,0,1,9.4,101
2905,心之国爱丽丝 剧场版,169278,24906,3260,126,1,0.0,0
